qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
social-medium-01,social,medium,Does social media harm us more than it helps us?,"Test the idea against a trade-off, incentive, or unintended effect.","Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a medium discussion, add incentives, power, and long-term consequences.",Apakah media sosial lebih banyak merugikan daripada menguntungkan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
social-medium-02,social,medium,Do communities need shared norms?,"Test the idea against a trade-off, incentive, or unintended effect.","Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a medium discussion, add incentives, power, and long-term consequences.",Apakah komunitas membutuhkan norma bersama?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
social-medium-03,social,medium,Is belonging a choice or a need?,"Test the idea against a trade-off, incentive, or unintended effect.","Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a medium discussion, add incentives, power, and long-term consequences.",Apakah rasa memiliki pilihan atau kebutuhan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
social-medium-04,social,medium,Can public life survive without trust?,"Test the idea against a trade-off, incentive, or unintended effect.","Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah ruang publik bertahan tanpa kepercayaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
social-medium-05,social,medium,When does individuality become isolation?,"Test the idea against a trade-off, incentive, or unintended effect.","Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a medium discussion, add incentives, power, and long-term consequences.",Kapan individualitas berubah menjadi keterasingan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
social-hard-01,social,hard,Does social media harm us more than it helps us?,Push the idea until it collides with a competing value or edge case.,"Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a hard discussion, ask what breaks when two valid values collide.",Apakah media sosial lebih banyak merugikan daripada menguntungkan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
social-hard-02,social,hard,Do communities need shared norms?,Push the idea until it collides with a competing value or edge case.,"Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a hard discussion, ask what breaks when two valid values collide.",Apakah komunitas membutuhkan norma bersama?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
social-hard-03,social,hard,Is belonging a choice or a need?,Push the idea until it collides with a competing value or edge case.,"Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a hard discussion, ask what breaks when two valid values collide.",Apakah rasa memiliki pilihan atau kebutuhan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
social-hard-04,social,hard,Can public life survive without trust?,Push the idea until it collides with a competing value or edge case.,"Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a hard discussion, ask what breaks when two valid values collide.",Bisakah ruang publik bertahan tanpa kepercayaan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
social-hard-05,social,hard,When does individuality become isolation?,Push the idea until it collides with a competing value or edge case.,"Social life depends on trust, norms, and belonging. Durkheim and Goffman both show how groups can include and exclude at once. For a hard discussion, ask what breaks when two valid values collide.",Kapan individualitas berubah menjadi keterasingan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Kehidupan sosial bergantung pada kepercayaan, norma, dan rasa memiliki. Durkheim dan Goffman sama-sama menunjukkan bahwa kelompok bisa mengikutsertakan dan mengecualikan sekaligus. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
economy-easy-01,economy,easy,Can money buy happiness?,Start with a concrete everyday case before expanding the argument.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For an easy discussion, keep the example concrete and personal.",Apakah uang bisa membeli kebahagiaan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
economy-easy-02,economy,easy,Is growth a meaningful measure of progress?,Start with a concrete everyday case before expanding the argument.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For an easy discussion, keep the example concrete and personal.",Apakah pertumbuhan ukuran kemajuan yang bermakna?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
economy-easy-03,economy,easy,Can markets solve problems they helped create?,Start with a concrete everyday case before expanding the argument.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For an easy discussion, keep the example concrete and personal.",Bisakah pasar menyelesaikan masalah yang ikut mereka ciptakan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
economy-easy-04,economy,easy,Should wealth signal moral worth?,Start with a concrete everyday case before expanding the argument.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For an easy discussion, keep the example concrete and personal.",Haruskah kekayaan menjadi sinyal nilai moral?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
economy-easy-05,economy,easy,What is a fair price for human labor?,Start with a concrete everyday case before expanding the argument.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For an easy discussion, keep the example concrete and personal.",Berapa harga yang adil bagi kerja manusia?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
economy-medium-01,economy,medium,Can money buy happiness?,"Test the idea against a trade-off, incentive, or unintended effect.","Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a medium discussion, add incentives, power, and long-term consequences.",Apakah uang bisa membeli kebahagiaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
economy-medium-02,economy,medium,Is growth a meaningful measure of progress?,"Test the idea against a trade-off, incentive, or unintended effect.","Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a medium discussion, add incentives, power, and long-term consequences.",Apakah pertumbuhan ukuran kemajuan yang bermakna?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
economy-medium-03,economy,medium,Can markets solve problems they helped create?,"Test the idea against a trade-off, incentive, or unintended effect.","Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah pasar menyelesaikan masalah yang ikut mereka ciptakan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
economy-medium-04,economy,medium,Should wealth signal moral worth?,"Test the idea against a trade-off, incentive, or unintended effect.","Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah kekayaan menjadi sinyal nilai moral?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
economy-medium-05,economy,medium,What is a fair price for human labor?,"Test the idea against a trade-off, incentive, or unintended effect.","Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a medium discussion, add incentives, power, and long-term consequences.",Berapa harga yang adil bagi kerja manusia?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
economy-hard-01,economy,hard,Can money buy happiness?,Push the idea until it collides with a competing value or edge case.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a hard discussion, ask what breaks when two valid values collide.",Apakah uang bisa membeli kebahagiaan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
economy-hard-02,economy,hard,Is growth a meaningful measure of progress?,Push the idea until it collides with a competing value or edge case.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a hard discussion, ask what breaks when two valid values collide.",Apakah pertumbuhan ukuran kemajuan yang bermakna?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
economy-hard-03,economy,hard,Can markets solve problems they helped create?,Push the idea until it collides with a competing value or edge case.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a hard discussion, ask what breaks when two valid values collide.",Bisakah pasar menyelesaikan masalah yang ikut mereka ciptakan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
economy-hard-04,economy,hard,Should wealth signal moral worth?,Push the idea until it collides with a competing value or edge case.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a hard discussion, ask what breaks when two valid values collide.",Haruskah kekayaan menjadi sinyal nilai moral?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
economy-hard-05,economy,hard,What is a fair price for human labor?,Push the idea until it collides with a competing value or edge case.,"Economics measures value, but human life rarely fits one metric. Kahneman and Sen both suggest that well-being is more than income. For a hard discussion, ask what breaks when two valid values collide.",Berapa harga yang adil bagi kerja manusia?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Ekonomi mengukur nilai, tetapi hidup manusia jarang cocok dengan satu metrik. Kahneman dan Sen sama-sama menyiratkan bahwa kesejahteraan lebih dari sekadar pendapatan. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
life-easy-01,life,easy,Are we responsible for other people’s happiness?,Start with a concrete everyday case before expanding the argument.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For an easy discussion, keep the example concrete and personal.",Apakah kita bertanggung jawab atas kebahagiaan orang lain?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
life-easy-02,life,easy,Is a meaningful life chosen or found?,Start with a concrete everyday case before expanding the argument.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For an easy discussion, keep the example concrete and personal.",Apakah hidup yang bermakna dipilih atau ditemukan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
life-easy-03,life,easy,Can happiness survive uncertainty?,Start with a concrete everyday case before expanding the argument.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For an easy discussion, keep the example concrete and personal.",Bisakah kebahagiaan bertahan di tengah ketidakpastian?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
life-easy-04,life,easy,Do habits become destiny?,Start with a concrete everyday case before expanding the argument.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For an easy discussion, keep the example concrete and personal.",Apakah kebiasaan kita menjadi nasib kita?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
life-easy-05,life,easy,What makes a life feel complete?,Start with a concrete everyday case before expanding the argument.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For an easy discussion, keep the example concrete and personal.",Apa yang membuat hidup terasa utuh?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
life-medium-01,life,medium,Are we responsible for other people’s happiness?,"Test the idea against a trade-off, incentive, or unintended effect.","Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a medium discussion, add incentives, power, and long-term consequences.",Apakah kita bertanggung jawab atas kebahagiaan orang lain?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
life-medium-02,life,medium,Is a meaningful life chosen or found?,"Test the idea against a trade-off, incentive, or unintended effect.","Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a medium discussion, add incentives, power, and long-term consequences.",Apakah hidup yang bermakna dipilih atau ditemukan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
life-medium-03,life,medium,Can happiness survive uncertainty?,"Test the idea against a trade-off, incentive, or unintended effect.","Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah kebahagiaan bertahan di tengah ketidakpastian?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
life-medium-04,life,medium,Do habits become destiny?,"Test the idea against a trade-off, incentive, or unintended effect.","Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a medium discussion, add incentives, power, and long-term consequences.",Apakah kebiasaan kita menjadi nasib kita?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
life-medium-05,life,medium,What makes a life feel complete?,"Test the idea against a trade-off, incentive, or unintended effect.","Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a medium discussion, add incentives, power, and long-term consequences.",Apa yang membuat hidup terasa utuh?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
life-hard-01,life,hard,Are we responsible for other people’s happiness?,Push the idea until it collides with a competing value or edge case.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a hard discussion, ask what breaks when two valid values collide.",Apakah kita bertanggung jawab atas kebahagiaan orang lain?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
life-hard-02,life,hard,Is a meaningful life chosen or found?,Push the idea until it collides with a competing value or edge case.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a hard discussion, ask what breaks when two valid values collide.",Apakah hidup yang bermakna dipilih atau ditemukan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
life-hard-03,life,hard,Can happiness survive uncertainty?,Push the idea until it collides with a competing value or edge case.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a hard discussion, ask what breaks when two valid values collide.",Bisakah kebahagiaan bertahan di tengah ketidakpastian?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
life-hard-04,life,hard,Do habits become destiny?,Push the idea until it collides with a competing value or edge case.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a hard discussion, ask what breaks when two valid values collide.",Apakah kebiasaan kita menjadi nasib kita?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
life-hard-05,life,hard,What makes a life feel complete?,Push the idea until it collides with a competing value or edge case.,"Life questions mix meaning, choice, and uncertainty. Aristotle and Camus would answer them in very different tones. For a hard discussion, ask what breaks when two valid values collide.",Apa yang membuat hidup terasa utuh?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Pertanyaan tentang hidup memadukan makna, pilihan, dan ketidakpastian. Aristoteles dan Camus akan menjawabnya dengan nada yang sangat berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
identity-easy-01,identity,easy,Is a person shaped more by environment or by choice?,Start with a concrete everyday case before expanding the argument.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For an easy discussion, keep the example concrete and personal.",Apakah identitas seseorang dibentuk oleh lingkungan atau pilihan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
identity-easy-02,identity,easy,Is identity stable over time?,Start with a concrete everyday case before expanding the argument.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For an easy discussion, keep the example concrete and personal.",Apakah identitas stabil dari waktu ke waktu?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
identity-easy-03,identity,easy,How much of the self is performed?,Start with a concrete everyday case before expanding the argument.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For an easy discussion, keep the example concrete and personal.",Seberapa besar diri kita adalah sesuatu yang dipentaskan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
identity-easy-04,identity,easy,Can people outgrow inherited stories?,Start with a concrete everyday case before expanding the argument.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For an easy discussion, keep the example concrete and personal.",Bisakah seseorang melampaui cerita yang diwarisinya?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
identity-easy-05,identity,easy,Who defines authenticity?,Start with a concrete everyday case before expanding the argument.,"Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For an easy discussion, keep the example concrete and personal.",Siapa yang mendefinisikan keaslian?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
identity-medium-01,identity,medium,Is a person shaped more by environment or by choice?,"Test the idea against a trade-off, incentive, or unintended effect.","Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a medium discussion, add incentives, power, and long-term consequences.",Apakah identitas seseorang dibentuk oleh lingkungan atau pilihan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
identity-medium-02,identity,medium,Is identity stable over time?,"Test the idea against a trade-off, incentive, or unintended effect.","Identity is shaped by memory, recognition, and performance. Erikson and Butler would both say the self is not fixed. For a medium discussion, add incentives, power, and long-term consequences.",Apakah identitas stabil dari waktu ke waktu?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Identitas dibentuk oleh ingatan, pengakuan, dan performa. Erikson dan Butler sama-sama akan mengatakan bahwa diri tidaklah tetap. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
